llm_model,llm_quantization,condition,asr_model,audio,chrf,input_en,reference_es,hypothesis_es,total_duration_s,load_duration_s,prompt_eval_duration_s,eval_duration_s,prompt_eval_count,eval_count
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio09(mareo).wav,66.62842001143585,"The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have knit on last month.","El paciente se mareó repentinamente mientras estaba de pie en el trabajo esta mañana. No perdió el conocimiento, pero se sintió débil y tuvo que sentarse de inmediato. Ha comido muy poco hoy y dice que síntomas similares le ocurrieron una vez el mes pasado.","El paciente se convirtió repentinamente en desequilibrado al estar de pie en el trabajo esta mañana. No perdió la conciencia, pero sintió debilidad y tuvo que sentarse en el medio. Hoy no ha comido mucho y dijo que síntomas similares han aparecido el mes pasado.",1.662033208,0.369661708,0.203838,1.085126,134,60
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio10(dolor cabeza).wav,81.15093172686123,The patient has experienced a strong heat dodge for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.,"La paciente ha experimentado un fuerte dolor de cabeza durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luces brillantes. También siente un poco de náuseas, pero no tiene problemas para hablar o mover los brazos y las piernas.","El paciente ha experimentado un fuerte golpe de calor durante aproximadamente 3 horas. El dolor está principalmente localizado detrás de sus ojos y empeora cuando mira la luz brillante. También siente un ligero náusea, pero no tiene problemas para hablar o mover sus brazos y piernas.",1.56983625,0.371717667,0.203304,0.991318,136,55
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio01(dolor toracico).wav,65.18534651871934,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today.",El paciente reporta dolor de pecho severo que comenzó hace unos treinta minutos. El dolor se hace más fuerte cuando respira profundo y también siente falta de aire. No tiene alergias conocidas y no ha tomado ningún medicamento hoy.,"El paciente informa de varios dolores de pecho que comenzaron hace aproximadamente 30 minutos. El dolor se vuelve más fuerte, se siente como un ""ganando"" y toma una respiración profunda y también se siente sin aliento. No tiene conocimiento y no ha tomado ningún medicamento hoy.",1.466546541,0.369375666,0.050092,1.044419,133,58
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio02(alergia).wav,93.5076722788835,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficult as well.","La paciente es alérgica a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.","El paciente es alérgico a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad.",1.538933084,0.371242417,0.174306,0.990192,128,55
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio03(accidente).wav,80.49849112280505,"The patient fell from a bicycle, approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.","El paciente se cayó de una bicicleta hace aproximadamente una hora y se lesionó el brazo izquierdo. Puede mover los dedos, pero siente un dolor severo cerca de la muñeca. Hay hinchazón visible, pero no hay sangrado activo.","El paciente cayó de una bicicleta, aproximadamente una hora antes, y se lastimó el brazo izquierdo. Puede mover sus dedos, pero siente varios dolores cerca de la cintura. Hay hinchazón visible, pero no hay sangrado activo.",1.410341375,0.370822583,0.176566,0.860342,130,48
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio04(dolor abdominal).wav,76.08895993875527,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited.","La paciente ha tenido dolor abdominal desde ayer por la tarde. El dolor se localiza principalmente en el lado inferior derecho y se ha vuelto gradualmente más fuerte. También reporta náuseas y pérdida de apetito, pero no ha vomitado.","El paciente ha tenido dolor abdominal desde anoche. El dolor está principalmente localizado en el lado inferior derecho y ha ido aumentando gradualmente. También informa de náuseas y pérdida de apetito, pero no ha vomitado.",1.372223584,0.368353417,0.17743,0.823871,128,46
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio05(diabetes).wav,70.64422310269568,"The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and beg and feel in this and wake during the afternoon. He is conscious and able to speak, but he said his condition is getting worse.","El paciente tiene diabetes tipo dos y normalmente toma medicamentos todas las mañanas. Hoy olvidó tomar su medicina y comenzó a sentirse mareado y débil durante la tarde. Está consciente y puede hablar, pero dice que su condición está empeorando.","El paciente tiene diabetes tipo 2 y toma medicación todos los días. Hoy está bien para tomar su medicina y pedir y sentirse así, y despertar durante la tarde. Está consciente y puede hablar, pero dijo que su condición está empeorando.",1.495873041,0.375470458,0.202534,0.914919,138,51
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio06(fiebre).wav,66.18220305976743,"The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent heatache. She has been drinking water regularly and has not taken any antibiotics.","La paciente ha tenido fiebre alta desde anoche y se ha sentido extremadamente cansada. También reporta dolor muscular, escalofríos y un dolor de cabeza persistente. Ha estado bebiendo agua regularmente y no ha tomado ningún antibiótico.","El paciente ha tenido fiebre alta anoche y se siente extremadamente cansada. Tiene dolores musicales, punzantes, en los huesos y una sensación de calor. Está bebiendo agua regularmente y no ha tomado ningún antibiótico.",1.4152405,0.376393833,0.177096,0.859265,130,48
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio07(respiracion).wav,80.48162309009507,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,"El paciente tiene dificultad para respirar al caminar distancias cortas y a veces siente presión en el pecho. Estos síntomas comenzaron hace dos días y han empeorado gradualmente. Tiene antecedentes de asma, pero no ha usado su inhalador hoy.","El paciente tiene dificultad para respirar cuando camina a corta distancia y a veces siente presión en su revestimiento. Los síntomas comenzaron hace dos días y han ido empeorando gradualmente. Tiene antecedentes de asma, pero no ha utilizado su otro hoy.",1.505432584,0.375807209,0.1777,0.94977,129,53
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio08(herida).wav,64.98326348269482,"The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","La paciente se cortó la mano derecha mientras preparaba comida hace aproximadamente cuarenta minutos. La herida aún sangra levemente, pero puede mover todos sus dedos con normalidad. Reporta dolor moderado y no recuerda cuándo recibió su última vacuna contra el tétanos.","El paciente pudo ver su mano derecha aproximadamente 40 minutos hace poco. La mujer sigue sangrando ligeramente, pero puede mover todas sus dedos normalmente. Informa de dolor moderado y no recuerda cuándo recibió su última vacuna contra la tetanus.",1.45576175,0.369876291,0.203994,0.87886,135,49
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio09(mareo).wav,67.84243677420034,"The patient suddenly become disqual standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have been caused last month.","El paciente se mareó repentinamente mientras estaba de pie en el trabajo esta mañana. No perdió el conocimiento, pero se sintió débil y tuvo que sentarse de inmediato. Ha comido muy poco hoy y dice que síntomas similares le ocurrieron una vez el mes pasado.","El paciente se convirtió repentinamente en incapacitado al estar de pie en el trabajo esta mañana. No perdió la conciencia, pero se sentía débil y tuvo que sentarse en el medio. Hoy no ha comido mucho y dijo que síntomas similares se habían producido el mes pasado.",1.627846833,0.378375208,0.201581,1.045391,133,58
gemma3:1b,Q4_K_M,asr_quantized,Q5_1,audio10(dolor cabeza).wav,81.74084551836117,The patient has experienced a strong heat dutch for approximately three hours. The pain is mainly located behind her eyes and become worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.,"La paciente ha experimentado un fuerte dolor de cabeza durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luces brillantes. También siente un poco de náuseas, pero no tiene problemas para hablar o mover los brazos y las piernas.","El paciente ha experimentado un fuerte calor en la frente durante aproximadamente tres horas. El dolor está principalmente localizado detrás de los ojos y empeora cuando mira la luz brillante. También siente un ligero náusea, pero no tiene problemas para hablar o mover sus brazos y piernas.",1.590880333,0.393352083,0.203829,0.99042,135,55
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio01(dolor toracico).wav,67.05978431866203,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",El paciente reporta dolor de pecho severo que comenzó hace unos treinta minutos. El dolor se hace más fuerte cuando respira profundo y también siente falta de aire. No tiene alergias conocidas y no ha tomado ningún medicamento hoy.,"El paciente informa varios dolores de pecho que comenzaron hace aproximadamente 30 minutos. El dolor se vuelve más fuerte, se siente como un ""ganando"" y toma una respiración profunda y también se siente sin aliento. No tiene alergias y no ha tomado ningún medicamento hoy.",1.632667959,0.384992584,0.202953,1.041619999,134,58
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio02(alergia).wav,86.38548162920745,"The patient is allergic to penicillin and should not receive any medication containing this. She developed a severed skin rash after taking penicillin several years ago. She chronic has a fever, a sore throat and difficult as well.","La paciente es alérgica a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.","El paciente es alérgico a la penicilina y no debe recibir ningún medicamento que contenga esta. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Tiene fiebre, dolor de garganta y dificultad.",1.526141125,0.371885583,0.175662,0.975415,128,54
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio03(accidente).wav,70.81795292793072,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,"El paciente se cayó de una bicicleta hace aproximadamente una hora y se lesionó el brazo izquierdo. Puede mover los dedos, pero siente un dolor severo cerca de la muñeca. Hay hinchazón visible, pero no hay sangrado activo.","El paciente siente aproximadamente una hora hace poco y disfrutó de su brazo izquierdo. Puede mover sus dedos, pero siente varias molestias cerca del codo. Hay hinchazón visible, pero no hay sangrado activo.",1.331950792,0.3873715,0.173212,0.768959,127,43
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio04(dolor abdominal).wav,74.69856664045511,The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports naus and lost of appetite but she has not vomited.,"La paciente ha tenido dolor abdominal desde ayer por la tarde. El dolor se localiza principalmente en el lado inferior derecho y se ha vuelto gradualmente más fuerte. También reporta náuseas y pérdida de apetito, pero no ha vomitado.","El paciente ha tenido dolor abdominal desde anoche. El dolor está principalmente en el lado inferior derecho y ha ido aumentando gradualmente. También informa de náuseas y pérdida de apetito, pero no ha vomitado.",1.361363875,0.373587625,0.178075,0.807085,128,45
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio05(diabetes).wav,70.64422310269568,The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and beg and feel in this and wake during the afternoon. He is conscious and able to speak but he said his condition is getting worse.,"El paciente tiene diabetes tipo dos y normalmente toma medicamentos todas las mañanas. Hoy olvidó tomar su medicina y comenzó a sentirse mareado y débil durante la tarde. Está consciente y puede hablar, pero dice que su condición está empeorando.","El paciente tiene diabetes tipo 2 y toma medicación todos los días. Hoy está bien para tomar su medicina y pedir y sentirse así, y despertar durante la tarde. Está consciente y puede hablar, pero dijo que su condición está empeorando.",1.498822333,0.377569708,0.202096,0.916447,137,51
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio06(fiebre).wav,69.50326208707762,"The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, chills and a persistent hitch. She has been drinking water regularly and has not taken any antibiotics.","La paciente ha tenido fiebre alta desde anoche y se ha sentido extremadamente cansada. También reporta dolor muscular, escalofríos y un dolor de cabeza persistente. Ha estado bebiendo agua regularmente y no ha tomado ningún antibiótico.","El paciente ha tenido fiebre alta anoche y se siente extremadamente cansada. Tiene un dolor musical, temblores y un arrastre persistente. Está bebiendo agua regularmente y no ha tomado ningún antibiótico.",1.388919459,0.387201667,0.175256,0.823628,129,46
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio07(respiracion).wav,82.20323017809933,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,"El paciente tiene dificultad para respirar al caminar distancias cortas y a veces siente presión en el pecho. Estos síntomas comenzaron hace dos días y han empeorado gradualmente. Tiene antecedentes de asma, pero no ha usado su inhalador hoy.","El paciente tiene dificultad para respirar cuando camina a corta distancia y a veces siente presión en su espalda. Estos síntomas comenzaron hace dos días y han ido empeorando gradualmente. Tiene antecedentes de asma, pero no ha utilizado su otro hoy.",1.490915708,0.374364708,0.176151,0.937589,129,52
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio08(herida).wav,63.86428337945236,The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.,"La paciente se cortó la mano derecha mientras preparaba comida hace aproximadamente cuarenta minutos. La herida aún sangra levemente, pero puede mover todos sus dedos con normalidad. Reporta dolor moderado y no recuerda cuándo recibió su última vacuna contra el tétanos.","El paciente pudo ver su mano derecha aproximadamente 40 minutos hace poco. La mujer sigue perdiendo un poco de sangre, pero puede mover todas sus dedos normalmente. Informa de dolor moderado y no recuerda cuándo recibió su última vacuna contra la tetanus.",1.51934975,0.376998166,0.204461,0.935083,134,52
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio09(mareo).wav,64.00614930269776,"The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have need on last month.","El paciente se mareó repentinamente mientras estaba de pie en el trabajo esta mañana. No perdió el conocimiento, pero se sintió débil y tuvo que sentarse de inmediato. Ha comido muy poco hoy y dice que síntomas similares le ocurrieron una vez el mes pasado.","El paciente se convirtió repentinamente en desequilibrado al estar de pie en el trabajo esta mañana. No perdió la conciencia, pero sintió debilidad y tuvo que sentarse en el medio. Hoy no ha comido mucho y dijo que síntomas similares han necesitado en el último mes.",1.6929625,0.382141958,0.203062,1.104177,134,61
gemma3:1b,Q4_K_M,asr_quantized,Q4_0,audio10(dolor cabeza).wav,83.13537396541122,The patient has experienced a strong heat dodge for approximately three hours. The pain is mainly located behind her eyes and become worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.,"La paciente ha experimentado un fuerte dolor de cabeza durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luces brillantes. También siente un poco de náuseas, pero no tiene problemas para hablar o mover los brazos y las piernas.","El paciente ha experimentado un fuerte golpe de calor durante aproximadamente tres horas. El dolor está principalmente localizado detrás de sus ojos y empeora cuando mira la luz brillante. También siente un ligero náusea, pero no tiene problemas para hablar o mover sus brazos y piernas.",1.567957042,0.379892917,0.202082,0.982593,135,54
