model,model_path,repetition,audio,audio_seconds,inference_seconds,rtf,word_errors,reference_words,wer,char_errors,reference_characters,cer,reference_en,hypothesis_en
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio01(dolor toracico).wav",19.690666667,0.606559750,0.030804429,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio02(alergia).wav",16.768000000,0.669506958,0.039927657,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio03(accidente).wav",16.597333333,0.571799917,0.034451312,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio04(dolor abdominal).wav",20.778666667,0.565196042,0.027200785,2,37,0.054054054,4,212,0.018867925,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost appetite, but she has not vomited."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio05(diabetes).wav",21.866666667,0.645557542,0.029522449,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio06(fiebre).wav",21.248000000,0.602532375,0.028357134,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio07(respiracion).wav",22.656000000,0.642498500,0.028358867,6,40,0.150000000,14,235,0.059574468,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing, going well in short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio08(herida).wav",22.613333333,0.650108000,0.028748880,2,43,0.046511628,8,256,0.031250000,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio09(mareo).wav",23.957333333,0.630437875,0.026315027,11,41,0.268292683,30,235,0.127659574,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have knit on last month."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",2,"audio10(dolor cabeza).wav",26.112000000,0.648289209,0.024827252,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dodge for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio01(dolor toracico).wav",19.690666667,0.592016500,0.030065843,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio02(alergia).wav",16.768000000,0.674152875,0.040204728,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio03(accidente).wav",16.597333333,0.595962625,0.035907131,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio04(dolor abdominal).wav",20.778666667,0.526165792,0.025322404,2,37,0.054054054,4,212,0.018867925,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost appetite, but she has not vomited."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio05(diabetes).wav",21.866666667,0.569316500,0.026035816,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio06(fiebre).wav",21.248000000,0.628005041,0.029555960,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio07(respiracion).wav",22.656000000,0.662947125,0.029261437,6,40,0.150000000,14,235,0.059574468,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing, going well in short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio08(herida).wav",22.613333333,0.688643750,0.030452996,2,43,0.046511628,8,256,0.031250000,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio09(mareo).wav",23.957333333,0.648257875,0.027058849,11,41,0.268292683,30,235,0.127659574,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have knit on last month."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",3,"audio10(dolor cabeza).wav",26.112000000,0.664774583,0.025458585,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dodge for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio01(dolor toracico).wav",19.690666667,0.607051291,0.030829392,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio02(alergia).wav",16.768000000,0.699847458,0.041737086,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio03(accidente).wav",16.597333333,0.602023416,0.036272298,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio04(dolor abdominal).wav",20.778666667,0.561500333,0.027022924,2,37,0.054054054,4,212,0.018867925,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost appetite, but she has not vomited."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio05(diabetes).wav",21.866666667,0.634673875,0.029024720,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio06(fiebre).wav",21.248000000,0.585281042,0.027545230,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio07(respiracion).wav",22.656000000,0.667344667,0.029455538,6,40,0.150000000,14,235,0.059574468,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing, going well in short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio08(herida).wav",22.613333333,0.727543292,0.032173200,2,43,0.046511628,8,256,0.031250000,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio09(mareo).wav",23.957333333,0.668648500,0.027909972,11,41,0.268292683,30,235,0.127659574,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have knit on last month."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",4,"audio10(dolor cabeza).wav",26.112000000,0.651625916,0.024955037,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dodge for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio01(dolor toracico).wav",19.690666667,0.578906667,0.029400054,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio02(alergia).wav",16.768000000,0.619850292,0.036966263,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio03(accidente).wav",16.597333333,0.567402834,0.034186385,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio04(dolor abdominal).wav",20.778666667,0.573983584,0.027623697,2,37,0.054054054,4,212,0.018867925,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost appetite, but she has not vomited."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio05(diabetes).wav",21.866666667,0.659323458,0.030151987,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio06(fiebre).wav",21.248000000,0.619387584,0.029150395,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio07(respiracion).wav",22.656000000,0.622360542,0.027470010,6,40,0.150000000,14,235,0.059574468,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing, going well in short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio08(herida).wav",22.613333333,0.647912666,0.028651798,2,43,0.046511628,8,256,0.031250000,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio09(mareo).wav",23.957333333,0.648158459,0.027054700,11,41,0.268292683,30,235,0.127659574,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have knit on last month."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",5,"audio10(dolor cabeza).wav",26.112000000,0.616611708,0.023614113,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dodge for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio01(dolor toracico).wav",19.690666667,0.624583417,0.031719770,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio02(alergia).wav",16.768000000,0.665866208,0.039710532,4,37,0.108108108,10,230,0.043478261,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficult as well."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio03(accidente).wav",16.597333333,0.561770500,0.033847034,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle, approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio04(dolor abdominal).wav",20.778666667,0.609988625,0.029356485,1,37,0.027027027,1,212,0.004716981,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio05(diabetes).wav",21.866666667,0.700030500,0.032013590,11,43,0.255813953,23,245,0.093877551,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and beg and feel in this and wake during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio06(fiebre).wav",21.248000000,0.628592666,0.029583616,6,38,0.157894737,14,220,0.063636364,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent heatache. She has been drinking water regularly and has not taken any antibiotics."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio07(respiracion).wav",22.656000000,0.642465750,0.028357422,4,40,0.100000000,10,235,0.042553191,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio08(herida).wav",22.613333333,0.640636417,0.028330030,3,43,0.069767442,11,256,0.042968750,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio09(mareo).wav",23.957333333,0.670125709,0.027971632,11,41,0.268292683,34,235,0.144680851,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disqual standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have been caused last month."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",1,"audio10(dolor cabeza).wav",26.112000000,0.689858250,0.026419204,4,44,0.090909091,7,258,0.027131783,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dutch for approximately three hours. The pain is mainly located behind her eyes and become worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",2,"audio01(dolor toracico).wav",19.690666667,0.605034833,0.030726986,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",2,"audio02(alergia).wav",16.768000000,0.690487375,0.041178875,4,37,0.108108108,10,230,0.043478261,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficult as well."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",2,"audio03(accidente).wav",16.597333333,0.615896000,0.037108130,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle, approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"Q5_1","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q5_1.bin",2,"audio04(dolor abdominal).wav",20.778666667,0.609792458,0.029347045,1,37,0.027027027,1,212,0.004716981,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited."
